emp_no,first_name,last_name,dept_name,to_date
283980,Shahab,Herbst,Production,9999-01-01
283988,Dhritiman,Swen,Finance,9999-01-01
283991,Leon,Conia,Human Resources,9999-01-01
284010,Maia,Danley,Production,9999-01-01
284028,Gererd,Engberts,Research,9999-01-01
284030,Geraldo,Alvarado,Customer Service,9999-01-01
284056,Tze,Ambroszkiewicz,Development,9999-01-01
284067,Radhika,Gruenwald,Quality Management,9999-01-01
284073,Kazunori,Marakhovsky,Production,9999-01-01
284081,Deniz,Kampfer,Sales,9999-01-01
284087,Anoosh,Sullins,Production,9999-01-01
284088,Katsuyuki,DasSarma,Development,9999-01-01
284091,Jianhua,Kranzdorf,Customer Service,9999-01-01
284099,Masali,Gluchowski,Development,9999-01-01
284108,Jinxi,Kalloufi,Development,9999-01-01
284118,Toshimo,Lorho,Development,9999-01-01
284146,Jouni,Peot,Production,9999-01-01
284152,Katsuyuki,Acton,Development,9999-01-01
284155,Xiping,Puppe,Production,9999-01-01
284156,Nechama,Ananiadou,Development,9999-01-01
284163,JoAnna,Cromarty,Production,2002-04-04
284163,JoAnna,Cromarty,Quality Management,9999-01-01
284178,Zejun,Lung,Production,9999-01-01
284184,Sahrah,Pero,Sales,9999-01-01
284195,Mona,Bouloucos,Sales,9999-01-01
284196,Parto,Krichel,Development,9999-01-01
284198,Fei,Miake,Finance,9999-01-01
284203,Subhankar,Weisert,Marketing,1994-04-16
284203,Subhankar,Weisert,Sales,9999-01-01
284204,Uli,Lienhardt,Finance,9999-01-01
284205,Valter,Falco,Development,9999-01-01
284210,Dante,Weisert,Production,9999-01-01
284228,Fuqing,Pelc,Sales,9999-01-01
284234,Yongmin,Rullman,Research,9999-01-01
284243,Pohua,Chorvat,Development,9999-01-01
284248,Uta,Thimonier,Finance,9999-01-01
284250,Munehiko,Baby,Development,9999-01-01
284250,Munehiko,Baby,Customer Service,1999-10-21
284253,Shrikanth,Papsdorf,Production,9999-01-01
284264,Kayoko,Jarecki,Development,9999-01-01
284265,Christoph,Lubachevsky,Sales,9999-01-01
284278,Katsuyuki,Leppanen,Research,9999-01-01
284304,Nirmal,Malabarba,Development,2002-02-03
284304,Nirmal,Malabarba,Research,9999-01-01
284306,Katsuyuki,Birrer,Production,9999-01-01
284334,Alper,Stifter,Development,9999-01-01
284336,Yechiam,Gornas,Development,9999-01-01
284343,Jeanne,Velardi,Development,9999-01-01
284359,Shaowen,Warwick,Research,9999-01-01
284360,Kwun,Sommen,Development,1992-08-11
284360,Kwun,Sommen,Research,9999-01-01
284385,Xiaocheng,Marletta,Sales,9999-01-01
284386,Kinh,Slobodova,Marketing,2001-02-24
284386,Kinh,Slobodova,Customer Service,9999-01-01
284391,Berto,Bennet,Production,9999-01-01
284393,Ronghao,Passafiume,Development,9999-01-01
284394,Collette,Fontet,Quality Management,9999-01-01
284411,True,Lorin,Production,9999-01-01
284423,Sudharsan,Szmurlo,Sales,9999-01-01
284449,Berna,McFarlin,Finance,9999-01-01
284454,Ravishankar,Leppanen,Production,1987-10-22
284454,Ravishankar,Leppanen,Quality Management,9999-01-01
284457,Eric,Luders,Marketing,9999-01-01
284459,Souichi,Waeselynck,Production,9999-01-01
284465,Aria,Rosiles,Development,9999-01-01
284474,Mona,Petersohn,Marketing,9999-01-01
284474,Mona,Petersohn,Sales,1998-12-17
284492,Armond,Birsak,Sales,9999-01-01
284516,Anyuan,Borstler,Development,9999-01-01
284529,Berry,Danlos,Development,1998-11-19
284529,Berry,Danlos,Research,9999-01-01
284530,Almudena,Borstler,Development,9999-01-01
284538,Joydip,Leaver,Quality Management,9999-01-01
284546,Sadok,Ouhyoung,Production,9999-01-01
284559,Danny,Sooriamurthi,Development,9999-01-01
284560,Adin,Valiente,Sales,9999-01-01
284572,Piyush,Luan,Human Resources,9999-01-01
284573,Fei,Siksek,Development,9999-01-01
284579,Paddy,Kambil,Customer Service,9999-01-01
284580,Sreenivas,Quittner,Production,9999-01-01
284582,Cullen,Gils,Human Resources,9999-01-01
284584,Suvo,Wegerle,Development,9999-01-01
284587,Basil,Siegrist,Development,2000-02-13
284587,Basil,Siegrist,Research,9999-01-01
284589,Ult,Kaiserswerth,Research,9999-01-01
284592,Angus,Montresor,Customer Service,9999-01-01
284593,Torsten,Merks,Finance,9999-01-01
284594,Sahrah,Rouquie,Sales,9999-01-01
284602,Bojan,Champarnaud,Marketing,9999-01-01
284603,Zijian,Besselaar,Customer Service,9999-01-01
284617,Zhanqiu,Pell,Production,9999-01-01
284622,Deborah,Worfolk,Research,9999-01-01
284627,Werner,Itzfeldt,Customer Service,9999-01-01
284631,Alois,Kieras,Finance,9999-01-01
284635,Hongzhu,Rodite,Development,9999-01-01
284637,Odoardo,Avouris,Human Resources,9999-01-01
284652,Pranas,Compeau,Development,9999-01-01
284654,Becky,Decleir,Development,9999-01-01
284655,Mohd,Nanard,Sales,9999-01-01
284657,Ipke,Chaudhury,Research,9999-01-01
284662,Mrinalini,Schahn,Research,9999-01-01
284669,Genevieve,Tagansky,Quality Management,9999-01-01
284674,Krassimir,Monarch,Sales,9999-01-01
284696,Rasikan,Basart,Human Resources,9999-01-01
284705,Gila,Anandan,Production,9999-01-01
284714,Sadok,Mitchem,Development,9999-01-01
284720,Heping,Falster,Sales,9999-01-01
284728,Aris,Legleitner,Human Resources,9999-01-01
284730,Harngdar,Constantine,Research,9999-01-01
284746,Torsten,Dusink,Development,9999-01-01
284746,Torsten,Dusink,Customer Service,2001-12-26
284748,Jayson,Ozeki,Marketing,9999-01-01
284752,Aemilian,Schaad,Finance,9999-01-01
284758,Odoardo,Krichel,Sales,9999-01-01
284762,Chinho,Akiyama,Development,9999-01-01
284783,Shahab,Assaf,Quality Management,9999-01-01
284786,Wojceich,Piveteau,Human Resources,9999-01-01
284802,Dinkar,Heystek,Finance,9999-01-01
284809,Tru,Danner,Development,9999-01-01
284818,Aron,Lortz,Development,9999-01-01
284830,Stafford,Luff,Sales,9999-01-01
284834,Doowon,Rohrbach,Customer Service,9999-01-01
284847,Shugo,Seghrouchni,Development,9999-01-01
284851,Valter,Genther,Production,1998-02-09
284851,Valter,Genther,Quality Management,9999-01-01
284859,Alassane,Krogh,Production,9999-01-01
284859,Alassane,Krogh,Quality Management,1991-09-26
284874,Vidar,Langford,Development,9999-01-01
284876,Kwun,Lorys,Development,9999-01-01
284876,Kwun,Lorys,Quality Management,1998-05-05
284883,Pohua,Marrevee,Development,9999-01-01
284896,Tsuneo,Mateescu,Development,9999-01-01
284905,Bingning,Koshino,Development,9999-01-01
284910,Uwe,Streng,Marketing,9999-01-01
284935,Shaw,Sadowski,Production,9999-01-01
284947,Martial,Vidal,Sales,9999-01-01
284965,Kristof,Camurati,Production,9999-01-01
284978,Toong,Conta,Sales,9999-01-01
284990,Froduald,Theuretzbacher,Sales,9999-01-01
284991,Morris,Reeken,Finance,9999-01-01
284992,Toshiki,Schaft,Development,9999-01-01
285002,Turgut,Ranai,Production,9999-01-01
285015,Gudjon,Tetzlaff,Production,9999-01-01
285017,Hideyuki,Tibblin,Production,9999-01-01
285025,Otmar,Kuszyk,Customer Service,9999-01-01
285057,Georgi,Edelhoff,Production,9999-01-01
285061,Babette,Baja,Sales,9999-01-01
285065,Adas,Hitomi,Development,9999-01-01
285068,Genta,Felcyn,Development,9999-01-01
285077,Berna,Hofman,Production,9999-01-01
285085,Jouni,Rosch,Development,9999-01-01
285087,Masako,Badache,Sales,9999-01-01
285097,Serap,Shiratori,Customer Service,9999-01-01
285106,Cedric,Siepmann,Production,9999-01-01
285127,Marla,Lindenbaum,Finance,9999-01-01
285137,Bluma,Ohori,Production,2001-11-15
285137,Bluma,Ohori,Quality Management,9999-01-01
285146,Sachio,Birke,Customer Service,9999-01-01
285150,Zejun,Chinal,Finance,9999-01-01
285158,Manton,Feldhoffer,Marketing,1997-08-29
285158,Manton,Feldhoffer,Customer Service,9999-01-01
285161,Lihong,Sommer,Development,9999-01-01
285165,Peer,Rajcani,Development,9999-01-01
285178,Valdiodio,Stanfel,Quality Management,9999-01-01
285189,Yongqiao,Roccetti,Production,9999-01-01
285193,Ayakannu,Luga,Marketing,9999-01-01
285203,Domenick,Hasenauer,Customer Service,9999-01-01
285207,Charmane,Seuren,Development,9999-01-01
285216,Maria,Motley,Production,9999-01-01
285223,Alois,Pusterhofer,Production,9999-01-01
285226,Adib,Schonegge,Quality Management,9999-01-01
285237,Barun,Sgarro,Production,9999-01-01
285243,Lakshmi,Vieth,Marketing,9999-01-01
285244,Suvo,Kaelbling,Human Resources,9999-01-01
285256,Ayonca,Brendel,Production,9999-01-01
285268,Berto,Valtorta,Development,9999-01-01
285271,Marjo,Esteva,Production,9999-01-01
285272,Herbert,Aseltine,Finance,9999-01-01
285294,Sorina,Kitai,Production,9999-01-01
285297,Huai,Czap,Quality Management,9999-01-01
285308,Domenico,Miake,Sales,9999-01-01
285326,Adit,Chenney,Human Resources,9999-01-01
285331,Kagan,Winter,Development,9999-01-01
285342,Nevio,Velasco,Production,9999-01-01
285345,Gennady,Peak,Quality Management,9999-01-01
285348,Jianhui,Bardell,Production,9999-01-01
285393,Carrsten,Kaelbling,Sales,9999-01-01
285400,Aluzio,Pollock,Development,9999-01-01
285416,Pranav,Nivat,Human Resources,9999-01-01
285417,Taizo,Talmor,Customer Service,9999-01-01
285429,Amabile,Kavvadias,Development,9999-01-01
285437,Toshiko,Jumpertz,Research,9999-01-01
285442,Christoph,Benaini,Finance,9999-01-01
285470,Gill,Turnbull,Sales,9999-01-01
285491,Oguz,Conia,Finance,9999-01-01
285494,Goncalo,Reeker,Development,9999-01-01
285513,Adin,Kamber,Quality Management,9999-01-01
285514,Bikash,Azevdeo,Sales,9999-01-01
285523,Woody,Picco,Development,9999-01-01
285524,Anoosh,Gimbel,Sales,9999-01-01
285534,Tran,Kulisch,Human Resources,9999-01-01
285551,Zita,Erie,Sales,9999-01-01
285554,Ziyad,Brandsma,Customer Service,9999-01-01
285559,Sanjai,Boguraev,Sales,9999-01-01
285560,Shigehito,Barinka,Development,9999-01-01
285564,Niteen,Schwartzbauer,Production,9999-01-01
285564,Niteen,Schwartzbauer,Customer Service,1991-06-05
285565,Shigeaki,Schonegge,Development,9999-01-01
285572,Huiqun,Monarch,Development,9999-01-01
285592,Kensyu,Beeson,Human Resources,9999-01-01
285609,Tetsushi,Uludag,Sales,9999-01-01
285622,Venkatesan,Speek,Finance,9999-01-01
285623,Kenroku,Haraldson,Marketing,9999-01-01
285627,Dzung,Foong,Marketing,9999-01-01
285637,Surveyors,Crelier,Sales,9999-01-01
285641,Naraig,Reghbati,Human Resources,9999-01-01
285643,Dulce,Rusterholz,Development,9999-01-01
285644,Duri,Schnelling,Production,9999-01-01
285649,Gian,Ranai,Production,9999-01-01
285649,Gian,Ranai,Quality Management,2002-01-27
285652,Tomokazu,Gewali,Production,9999-01-01
285654,Ashish,Haldar,Production,9999-01-01
285659,Mabhin,Lorys,Sales,9999-01-01
285661,Spyrose,Beilner,Finance,9999-01-01
285663,Chriss,Giveon,Finance,9999-01-01
285664,Satyanarayana,Nannarelli,Development,9999-01-01
285673,Arnould,Chaudhury,Development,9999-01-01
285675,Deborah,Orsini,Sales,9999-01-01
285677,Tsutomu,Luke,Development,9999-01-01
285680,Younwoo,Lieberherr,Quality Management,9999-01-01
285688,Xinan,Itzfeldt,Human Resources,9999-01-01
285722,Shrikanth,Dratva,Development,9999-01-01
285728,Charlene,Papastamatiou,Marketing,9999-01-01
285741,Kitty,Raney,Human Resources,9999-01-01
285743,Gretta,DasSarma,Development,9999-01-01
285747,Berry,Zuberek,Production,9999-01-01
285749,Terresa,Jeong,Development,9999-01-01
285758,Maha,Ritzmann,Quality Management,9999-01-01
285765,Sivanarayana,Showalter,Customer Service,9999-01-01
285766,Hsiangchu,Auyong,Development,9999-01-01
285781,Hein,Picaronny,Marketing,9999-01-01
285781,Hein,Picaronny,Sales,1999-03-06
285782,Jaideep,Bultermann,Production,9999-01-01
285786,Toshiko,Emden,Production,9999-01-01
285789,Uli,Welham,Marketing,9999-01-01
285789,Uli,Welham,Sales,1992-12-15
285800,Barry,Gargeya,Development,9999-01-01
285803,Almudena,Hertweck,Sales,9999-01-01
285819,Arno,Petersohn,Research,9999-01-01
285829,Jeanne,Henders,Sales,9999-01-01
285867,Barna,Pashtan,Production,9999-01-01
285874,Reuven,Clouatre,Development,9999-01-01
285928,Martien,Kornyak,Research,9999-01-01
285934,Zhilian,Antonakopoulos,Sales,9999-01-01
285938,Serenella,Hiraishi,Sales,9999-01-01
285961,Tristan,Aloisi,Human Resources,9999-01-01
285968,Herbert,Koblitz,Research,9999-01-01
285986,Maia,Erez,Finance,9999-01-01
285987,Rildo,Hanabata,Quality Management,9999-01-01
286000,Tonny,Eugenio,Sales,9999-01-01
286004,Sachem,Schiper,Development,2001-03-12
286004,Sachem,Schiper,Research,9999-01-01
286016,Shigehito,Peha,Sales,9999-01-01
286017,Udo,Benantar,Finance,9999-01-01
286023,Takahito,Tasistro,Production,9999-01-01
286032,Abdulla,Hempstead,Customer Service,9999-01-01
286049,KayLiang,Kading,Quality Management,9999-01-01
286057,Bezalel,Stellhorn,Development,9999-01-01
286072,Christophe,Luit,Sales,9999-01-01
286076,Mary,Callaway,Finance,9999-01-01
286084,Adil,Swist,Customer Service,9999-01-01
286085,Hyuncheol,Muniz,Production,9999-01-01
286090,Shaw,Sewelson,Sales,9999-01-01
286097,Matk,Kusalik,Finance,9999-01-01
286110,Khedija,Bazelow,Development,9999-01-01
286117,Horward,Suri,Production,9999-01-01
286120,Etsuo,Farris,Production,9999-01-01
286128,Eckart,Mitsuhashi,Sales,9999-01-01
286144,Rutger,Birke,Development,9999-01-01
286157,Claude,Rosenbaum,Production,9999-01-01
286165,Ghassan,Maierhofer,Research,9999-01-01
286169,Fuqing,Chleq,Development,9999-01-01
286171,Zhensheng,Hettesheimer,Marketing,9999-01-01
286195,Karlis,Hofting,Marketing,9999-01-01
286195,Karlis,Hofting,Sales,1998-05-15
286206,King,Ulupinar,Development,9999-01-01
286210,Venkatesan,Marrevee,Human Resources,9999-01-01
286218,Yoshimitsu,Decleir,Production,9999-01-01
286219,Gita,Rehfuss,Sales,9999-01-01
286221,Shahaf,Figueira,Sales,9999-01-01
286247,Vasilis,Sambasivam,Human Resources,9999-01-01
286249,Jeong,Blokdijk,Human Resources,9999-01-01
286260,Suvo,Plotkin,Production,1988-08-24
286260,Suvo,Plotkin,Quality Management,9999-01-01
286262,Surveyors,Hiroyama,Production,9999-01-01
286288,Fayez,Huhdanpaa,Production,1994-09-09
286288,Fayez,Huhdanpaa,Customer Service,9999-01-01
286292,Make,Eterovic,Production,9999-01-01
286319,Baziley,Quaggetto,Quality Management,9999-01-01
286334,Alenka,Sridhar,Quality Management,9999-01-01
286347,Maya,Reistad,Production,9999-01-01
286362,Ramalingam,Chaudhury,Development,9999-01-01
286363,Brigham,Tsukuda,Development,9999-01-01
286374,Subbu,Buchter,Development,9999-01-01
286402,Giordano,Uehara,Finance,9999-01-01
286412,Adas,Bresenham,Development,9999-01-01
286413,DAIDA,Manderick,Production,9999-01-01
286418,Tomokazu,Daescu,Sales,9999-01-01
286423,Dietrich,Flanders,Sales,9999-01-01
286429,Gina,Acton,Human Resources,9999-01-01
286435,Zvonko,Cronan,Customer Service,9999-01-01
286439,Weicheng,Pfau,Production,9999-01-01
286440,Aleksandar,Huttel,Development,9999-01-01
286447,Alper,Schaft,Development,2001-04-13
286447,Alper,Schaft,Research,9999-01-01
286449,Randi,Khalid,Development,9999-01-01
286450,Basem,Fadgyas,Human Resources,9999-01-01
286467,Ult,Molberg,Sales,9999-01-01
286473,Saniya,Azadmanesh,Development,9999-01-01
286477,Kazuhiro,Speel,Development,9999-01-01
286477,Kazuhiro,Speel,Customer Service,1997-04-17
286485,Heeju,Wiegley,Research,9999-01-01
286489,Fumiko,Arlazarov,Development,9999-01-01
286490,Gill,Ranai,Development,9999-01-01
286493,Uma,Ciolek,Development,9999-01-01
286502,Margo,Barbanera,Marketing,9999-01-01
286503,Sigeru,Kaelbling,Finance,9999-01-01
286515,Debaprosad,Soicher,Development,9999-01-01
286526,Ulises,Dengi,Production,1998-11-04
286526,Ulises,Dengi,Customer Service,9999-01-01
286532,Paris,Codenie,Marketing,9999-01-01
286534,Yonghoan,Eastman,Production,9999-01-01
286550,Ghassan,Furudate,Quality Management,9999-01-01
286555,Muneo,Sichman,Finance,9999-01-01
286555,Muneo,Sichman,Human Resources,1997-09-27
286558,Waiman,Gubsky,Research,9999-01-01
286562,Reuven,Azevdeo,Sales,9999-01-01
286583,Khue,Klassen,Production,9999-01-01
286589,Gill,Coombs,Customer Service,9999-01-01
286590,Aral,Androutsos,Development,9999-01-01
286598,Yuuichi,Rissland,Production,9999-01-01
286607,Gianluca,Reeker,Production,9999-01-01
286608,Giri,Acton,Production,9999-01-01
286615,Lokesh,Eterovic,Sales,9999-01-01
286632,Bingning,Ghemri,Sales,9999-01-01
286634,Halsur,Underwood,Finance,9999-01-01
286635,Ger,Serna,Marketing,9999-01-01
286636,Cordelia,Leivant,Development,9999-01-01
286638,Srinidhi,Malinowski,Research,9999-01-01
286646,Martien,Peres,Development,9999-01-01
286678,Tadanori,Oxenboll,Production,9999-01-01
286678,Tadanori,Oxenboll,Customer Service,1998-04-12
286683,Katsuyuki,Decaestecker,Human Resources,9999-01-01
286696,Sachio,DuCasse,Research,9999-01-01
286697,Ult,Melter,Sales,9999-01-01
286702,Chiranjit,Gischer,Finance,9999-01-01
286729,Kellyn,Besancenot,Customer Service,9999-01-01
286733,Shem,Crouzet,Human Resources,9999-01-01
286745,Baziley,Rajcani,Customer Service,9999-01-01
286755,Limsoon,Kusalik,Development,9999-01-01
286760,Sadun,Escriba,Development,9999-01-01
286771,Make,Alblas,Development,9999-01-01
286777,Garnet,Demos,Sales,9999-01-01
286781,Vesna,Roccetti,Development,9999-01-01
286781,Vesna,Roccetti,Research,2000-10-25
286790,Snehasis,Diderrich,Development,9999-01-01
286795,Tayeb,Luca,Sales,9999-01-01
286811,Radhia,Porenta,Marketing,9999-01-01
286827,Yunming,Merey,Sales,9999-01-01
286832,Dharmaraja,Sadowsky,Research,9999-01-01
286836,Yagil,Roisin,Production,9999-01-01
286841,Hidekazu,Zobel,Sales,9999-01-01
286873,Dinah,Lubachevsky,Production,9999-01-01
286875,Freyja,Wielonsky,Sales,9999-01-01
286878,Sakthirel,Otillio,Sales,9999-01-01
286893,Parke,Yurek,Sales,9999-01-01
286898,Susumu,Grabner,Development,9999-01-01
286902,Abdelghani,Cannata,Quality Management,9999-01-01
286914,Nalini,Bierbaum,Customer Service,9999-01-01
286921,Abdelghani,Turnbull,Quality Management,9999-01-01
286922,Sreenivas,Luff,Customer Service,9999-01-01
286939,Arvin,Litzler,Production,9999-01-01
286982,Aksel,Ranze,Sales,9999-01-01
286991,Perla,Aloisi,Research,9999-01-01
286992,Dante,Skafidas,Development,9999-01-01
287013,Heng,Asmuth,Sales,9999-01-01
287021,Dharmaraja,Schwaller,Development,9999-01-01
287022,Wilmer,Merks,Customer Service,9999-01-01
287033,Pradeep,Pettey,Sales,1989-09-28
287033,Pradeep,Pettey,Customer Service,9999-01-01
287042,Constantino,Schwartzbauer,Production,9999-01-01
287042,Constantino,Schwartzbauer,Development,1998-01-31
287064,Kish,Ratnaker,Development,9999-01-01
287076,Almudena,Harnett,Marketing,1999-05-03
287076,Almudena,Harnett,Sales,9999-01-01
287078,Fayez,Terlouw,Production,9999-01-01
287088,Premsyl,Iacovou,Production,9999-01-01
287093,Dietrich,Leslie,Development,9999-01-01
287097,Sigeru,Kisuki,Human Resources,9999-01-01
287101,Florian,Krider,Production,9999-01-01
287107,Gao,Benzmuller,Production,9999-01-01
287113,Joydip,Maliniak,Finance,9999-01-01
287123,Marko,Benaini,Sales,9999-01-01
287131,Vasiliy,Ghazalie,Marketing,9999-01-01
287142,Cedric,McConalogue,Production,9999-01-01
287152,Raimond,Comte,Human Resources,9999-01-01
287161,Gilbert,Parveen,Sales,9999-01-01
287163,Vugranam,Verhaegen,Development,9999-01-01
287167,Qunsheng,Toyoshima,Development,9999-01-01
287181,Mariusz,Schade,Sales,9999-01-01
287190,Lobel,Malabarba,Production,9999-01-01
287196,Djelloul,Zhiwei,Human Resources,9999-01-01
287213,Geraldo,Mellouli,Marketing,9999-01-01
287218,Maris,Swen,Human Resources,9999-01-01
287221,Saeed,Sinitsyn,Development,9999-01-01
287231,Yifei,Shiratori,Marketing,9999-01-01
287233,Heping,Murthy,Production,1998-01-27
287233,Heping,Murthy,Customer Service,9999-01-01
287238,Yoshimitsu,Nooteboom,Development,9999-01-01
287245,Junsik,Angot,Customer Service,9999-01-01
287247,Temple,Michaeli,Development,9999-01-01
287249,Richara,Gopalakrishnan,Sales,9999-01-01
287250,Wayne,Aumann,Production,9999-01-01
287267,Lunjin,Cummings,Development,9999-01-01
287284,Luisa,Camarinopoulos,Production,9999-01-01
287293,Gao,Rosch,Sales,9999-01-01
287294,Aria,Vecchi,Human Resources,9999-01-01
287302,Shawna,Tchuente,Human Resources,9999-01-01
287318,Nikolaos,Kossowski,Development,9999-01-01
287328,Ennio,Keustermans,Quality Management,9999-01-01
287347,Noritoshi,Melton,Sales,9999-01-01
287356,Uinam,Delgrossi,Quality Management,9999-01-01
287358,Shridhar,Stanfel,Production,9999-01-01
287373,Mabry,Beznosov,Development,9999-01-01
287388,Zongyan,Mahnke,Human Resources,9999-01-01
287397,Martien,Pokrovskii,Finance,9999-01-01
287406,Arra,Slutz,Sales,9999-01-01
287423,DAIDA,Pashtan,Quality Management,9999-01-01
287437,Kristinn,Salinas,Production,9999-01-01
287439,Teunis,Radhakrishnan,Research,9999-01-01
287446,Abdelaziz,Krichel,Development,9999-01-01
287462,Piyawadee,Gomatam,Quality Management,9999-01-01
287501,Danai,Thebaut,Finance,9999-01-01
287505,Neelam,Orlowska,Development,9999-01-01
287507,Muneo,Plump,Development,9999-01-01
287512,Guadalupe,Bashian,Development,9999-01-01
287514,Nagui,Kamber,Customer Service,9999-01-01
287518,Chinhyun,McConalogue,Sales,9999-01-01
287519,Shunichi,Marciano,Marketing,9999-01-01
287552,Idoia,Hockney,Sales,9999-01-01
287556,Sachar,Furedi,Marketing,9999-01-01
287585,Kwangyoen,Heinisuo,Production,9999-01-01
287598,Bader,Jiang,Sales,9999-01-01
287604,Mong,Spieker,Human Resources,9999-01-01
287605,Masanao,Hebden,Production,9999-01-01
287608,Eberhardt,Picco,Quality Management,9999-01-01
287613,Navid,Magalhaes,Sales,9999-01-01
287624,Francesca,Ambroszkiewicz,Sales,9999-01-01
287635,Jagoda,Kamber,Development,9999-01-01
287640,Aria,Panienski,Finance,9999-01-01
287641,Yuriy,Riexinger,Development,9999-01-01
287646,Otilia,Etalle,Production,9999-01-01
287646,Otilia,Etalle,Quality Management,2001-12-19
287665,Shalesh,Snyers,Production,1992-05-03
287665,Shalesh,Snyers,Customer Service,9999-01-01
287666,Jaber,Aloia,Customer Service,9999-01-01
287675,Mark,Baak,Production,9999-01-01
287679,Krister,Hebert,Production,9999-01-01
287680,Youssef,Rande,Sales,9999-01-01
287687,Francoise,Genin,Production,9999-01-01
287696,Jouko,Eiter,Customer Service,9999-01-01
287711,Amabile,Jansch,Marketing,9999-01-01
287711,Amabile,Jansch,Human Resources,2002-04-26
287716,Babette,Molberg,Research,9999-01-01
287717,Inderjeet,Mullainathan,Development,9999-01-01
287721,Nirmal,Emden,Finance,9999-01-01
287723,Subhada,Fontet,Finance,9999-01-01
287761,Patricia,Pargaonkar,Sales,9999-01-01
287769,Tianruo,Dratva,Development,9999-01-01
287769,Tianruo,Dratva,Research,1990-10-28
287776,Yuping,Tyugu,Development,9999-01-01
287778,Krisda,Suomi,Sales,9999-01-01
287803,Felicidad,Waymire,Development,9999-01-01
287812,Anwar,Brizzi,Production,9999-01-01
287815,Huiqun,Rodham,Development,9999-01-01
287824,Yechezkel,Zaccaria,Production,9999-01-01
287830,Wuxu,Sullins,Production,9999-01-01
287830,Wuxu,Sullins,Development,2001-01-24
287837,Nobuyoshi,Businaro,Development,9999-01-01
287838,Sailaja,Lanteri,Marketing,9999-01-01
287839,Teunis,Tyugu,Development,2001-08-17
287839,Teunis,Tyugu,Research,9999-01-01
287845,Vojin,Farrar,Marketing,9999-01-01
287848,Chaosheng,Stroustrup,Production,9999-01-01
287848,Chaosheng,Stroustrup,Development,2000-04-30
287876,Yinlin,Hardjono,Sales,9999-01-01
287877,Duro,Trumbly,Development,9999-01-01
287878,Masoud,Gihr,Development,9999-01-01
287886,Boaz,Khalid,Research,9999-01-01
287900,Steve,Busillo,Customer Service,9999-01-01
287901,Selwyn,Huxford,Production,9999-01-01
287908,Masaki,Zirintsis,Development,9999-01-01
287917,Barry,Rindone,Quality Management,9999-01-01
287947,Wanqing,Anily,Sales,9999-01-01
287956,Alenka,Schwaller,Finance,9999-01-01
287966,Danel,Hainaut,Production,9999-01-01
287976,Aria,Huttel,Quality Management,9999-01-01
287982,Stepehn,Akaboshi,Development,9999-01-01
287985,Uzi,Horswill,Finance,9999-01-01
287986,Conrado,Fortenbacher,Production,9999-01-01
287988,Mohua,Pintelas,Human Resources,9999-01-01
287996,Geraldo,Siprelle,Development,9999-01-01
288000,Oscal,Denti,Research,9999-01-01
288004,Saeed,Templeman,Development,9999-01-01
288011,Naftali,Veccia,Development,9999-01-01
288014,Nitsan,Ranft,Development,9999-01-01
288027,Michaela,Gide,Production,1989-11-04
288027,Michaela,Gide,Quality Management,9999-01-01
288032,Gaurav,Fontet,Production,9999-01-01
288050,Teiji,Peek,Development,9999-01-01
288051,Murthy,Thibadeau,Sales,9999-01-01
288057,Alejandro,Ozeri,Development,9999-01-01
288074,Hugo,Rosis,Development,9999-01-01
288075,Nectarios,Aloia,Development,9999-01-01
288099,Xiaoqiu,Huttel,Marketing,9999-01-01
288115,Xinyu,Bahl,Production,9999-01-01
288136,Chiranjit,Thisen,Production,9999-01-01
288138,Iara,Tetzlaff,Sales,9999-01-01
288144,Youngkon,Pehl,Development,9999-01-01
288156,Barry,Borstler,Human Resources,9999-01-01
288161,Kellyn,Luck,Sales,9999-01-01
288168,Akeno,Juneja,Research,9999-01-01
288172,Perla,Hasham,Quality Management,9999-01-01
288195,Shooichi,Morrey,Production,9999-01-01
288202,Heekeun,Yavatkar,Research,9999-01-01
288206,Jouni,Tiemann,Sales,9999-01-01
288209,Elvia,Baez,Sales,9999-01-01
288220,Kish,Kermarrec,Development,9999-01-01
288223,Francesca,Nollmann,Quality Management,9999-01-01
288234,Zhiwei,Weiland,Finance,1988-12-17
288234,Zhiwei,Weiland,Human Resources,9999-01-01
288246,Candida,Klassen,Production,9999-01-01
288265,Angus,Budinsky,Development,9999-01-01
288274,Selwyn,Alblas,Development,9999-01-01
288274,Selwyn,Alblas,Research,1991-05-15
288301,Youjian,Marchesini,Finance,9999-01-01
288301,Youjian,Marchesini,Human Resources,1990-10-10
288304,Shan,Majewski,Sales,9999-01-01
288312,Filipe,Baba,Development,9999-01-01
288318,Tiina,Naudin,Production,9999-01-01
288319,Srinidhi,Kaminger,Sales,2001-08-21
288319,Srinidhi,Kaminger,Customer Service,9999-01-01
288322,Shahab,Bardell,Development,9999-01-01
288332,Sibyl,Douceur,Sales,9999-01-01
288336,Shahaf,Broder,Production,9999-01-01
288339,Godehard,Takanami,Research,9999-01-01
288341,Aris,Koshiba,Development,9999-01-01
288345,Tuval,Lamparter,Development,9999-01-01
288345,Tuval,Lamparter,Customer Service,2000-02-01
288354,Owen,Georgatos,Research,9999-01-01
288381,George,Schusler,Production,9999-01-01
288384,Magy,Maksimenko,Development,9999-01-01
288386,Insup,Hettesheimer,Production,9999-01-01
